"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8215","should be visible and active after opening ""sample.txt""","Electron","2026-08-19","passed","2026-08-19","Theia Text Editor","theia-text-editor.test.js","",""
"","7726","should be visible and active after opening ""sample.txt""","Browser","2026-08-19","passed","2026-08-19","Theia Text Editor","theia-text-editor.test.js","",""
"","8179","should show main content panel","Electron","2026-08-19","passed","2026-08-19","Theia app","theia-app.test.js","",""
"","116","should have menu bar items","Electron","2026-08-19","passed","2026-08-19","Theia app","theia-app.test.js","",""
"","6440","should show main content panel","Browser","2026-08-19","passed","2026-08-19","Theia app","theia-app.test.js","",""
"","27","should show status bar","Electron","2026-08-19","passed","2026-08-19","Theia app","theia-app.test.js","",""
"","818","should be dirty after changing the file contents and clean after save","Browser","2026-08-19","passed","2026-08-19","Theia Text Editor","theia-text-editor.test.js","",""
"","262","should have menu bar items","Browser","2026-08-19","passed","2026-08-19","Theia app","theia-app.test.js","",""
"","36","should show status bar","Browser","2026-08-19","passed","2026-08-19","Theia app","theia-app.test.js","",""
"","902","should be dirty after changing the file contents and clean after save","Electron","2026-08-19","passed","2026-08-19","Theia Text Editor","theia-text-editor.test.js","",""
